,assists,GameID,GameMode,baronKills,bountyLevel,champExperience,champLevel,championName,damageDealtToObjectives,damageSelfMitigated,deaths,dragonKills,firstBloodAssist,firstBloodKill,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,kills,lane,largestCriticalStrike,largestKillingSpree,longestTimeSpentLiving,magicDamageDealtToChampions,magicDamageTaken,nexusLost,objectivesStolen,physicalDamageDealtToChampions,physicalDamageTaken,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,teamEarlySurrendered,teamId,timeCCingOthers,timePlayed,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
0,0,4035079686,CLASSIC,0,0,5812,9,Syndra,453,3411,5,0,False,False,True,4661,3850,MIDDLE,0,0,3802,1082,2033,1026,1001,3070,3340,1,NONE,0,0,395,6733,914,0,0,1424,6730,66,58,23,3,3,14,3,4,s-hZAmwJiMeIv8Z-iFH_wLfGChifDmwcIhojb2RitgENSAn5,False,200,11,1005,8678,0,8148,417,0,86,134,129,520,503,0,3,5,2,0,4,False
0,2,4035079686,CLASSIC,0,0,5676,9,Aphelios,0,3612,4,0,False,False,True,5314,5150,BOTTOM,0,0,1055,3006,6671,0,0,0,3363,2,NONE,307,2,359,311,2268,0,0,4581,5027,35,72,0,4,2,7,2,4,Mw1lBhc9agwafd0tA5TiXa-JYOtIpRqS87-B8DldGhuqqNiG,False,200,6,1005,4892,0,7366,1975,299,107,45,88,0,70,0,3,8,2,1,6,False
0,2,4035079686,CLASSIC,0,0,3929,7,Bard,0,5509,5,0,False,False,True,3521,3250,UTILITY,0,0,3117,3851,3067,2003,1029,1033,3340,0,NONE,0,0,355,2435,2900,0,0,972,5781,23,22,10,3,2,4,3,14,uVtWAVT8_7BZQfzOL6YFWGdt8v2onpyJjbQCCIyFwRzU_To,False,200,10,1005,3898,399,8944,1405,308,1,49,84,490,262,0,3,17,2,0,14,False
0,1,4035079692,CLASSIC,0,0,9716,12,Garen,260,22086,7,0,False,False,False,7172,7100,TOP,0,3,3066,2031,6631,1031,1028,3006,3340,0,TOP,0,0,532,0,4022,1,0,4704,17085,72,16,42,1,1,14,2,4,OYzIL5okPTe5RcC_0lbSZgaGSnIAE0MEFD4y4GTBbgQcFOg,False,100,19,1527,5287,0,23461,1011,0,174,71,211,582,2353,0,11,9,0,0,6,False
0,1,4035079692,CLASSIC,0,0,9263,12,Viego,2906,17153,11,0,False,False,False,7212,6875,JUNGLE,0,3,6632,2031,1043,1053,1001,1037,3364,2,JUNGLE,0,0,341,617,5032,1,0,6681,25254,136,62,41,7,4,4,11,11,1DiLM4Cn8Hso1VvAFKHD03OmXVInuPbkKgP9Fwr1FqNYPRU,False,100,11,1527,7881,0,33449,9667,0,36,169,277,582,3162,0,11,12,1,3,2,False
0,2,4035079692,CLASSIC,0,0,9920,12,Renekton,996,15837,10,0,False,False,False,7487,7070,MIDDLE,0,3,1055,6695,1029,3047,6660,3076,3340,2,MIDDLE,2,0,199,1196,5745,1,0,6667,17221,40,24,38,8,5,14,5,4,hMPFrCLXeWMJDsq5YYuW2xlGxh8zUMSn1P7SDde59Ve2-HY,False,100,13,1527,8903,0,25655,4368,0,132,18,232,1040,2689,0,11,5,1,0,4,False
0,1,4035079692,CLASSIC,0,0,9928,12,Twitch,915,9272,7,0,False,False,False,12019,11600,BOTTOM,0,3,4633,3158,1082,3115,3089,0,3340,10,BOTTOM,0,4,298,14050,5945,1,0,10189,15901,27,43,38,11,5,4,6,14,WV0qT040lG4QVBO6V5CM0KwctnUww_O4NDPhGFk4Wl4-yPU3,False,100,16,1527,38193,0,24216,3947,0,141,380,142,13953,2370,0,11,12,0,1,7,False
0,9,4035079692,CLASSIC,0,0,9294,12,Yuumi,99,5738,5,0,False,False,False,6109,6100,UTILITY,0,3,6617,6616,3853,3114,0,0,3364,1,BOTTOM,0,0,626,3906,2987,1,0,896,6435,34,57,47,8,4,7,4,3,I-2IzajDPL2vUlLl9jdMBebofvKajLxswl1z9ptqJXPQsChSnwm612VQWQ,False,100,21,1527,4802,1347,10162,12478,10556,3,39,102,0,739,0,11,12,0,1,5,False
0,9,4035079692,CLASSIC,0,9,13941,15,Chogath,13474,22155,1,1,False,False,False,11617,10455,TOP,0,0,1054,3047,6662,3193,3075,0,3340,9,TOP,0,9,526,11779,4606,0,0,2880,14393,61,37,56,13,3,12,3,4,2cJkjVpWR-ykocp2Zj2DaR3Dea6lm6b_zmmzzTdrv9JJETX7,False,200,56,1527,18326,0,25500,8343,0,129,1094,21,3665,6500,4,0,13,2,0,7,True
0,6,4035079692,CLASSIC,1,0,11549,14,Khazix,15738,12687,4,2,False,False,False,10255,9950,JUNGLE,0,0,6692,6695,3047,3035,3133,0,3364,8,JUNGLE,0,7,476,1290,6076,0,0,16806,12813,138,70,21,13,15,11,3,4,z6orj1H_EwFM1AiblpI-rgkXBdAGlUZ9qhM0Xl-X2GbvjRg,False,200,7,1527,18969,0,21038,9869,0,13,112,131,872,2148,2,0,15,0,1,3,True
0,7,4035079692,CLASSIC,0,2,13681,15,Yasuo,21702,15128,2,0,False,True,False,14248,11500,MIDDLE,1,0,6673,3031,1038,3006,1018,1053,3340,13,MIDDLE,668,6,740,1750,3681,0,0,19807,10610,202,10,107,5,4,4,5,14,-WuNsUh25jroojaXD8_T62SFtgMLO56atSQUxrUCGmR3z4A,False,200,15,1527,22082,0,17101,2407,0,153,131,74,524,2809,5,0,13,2,0,9,True
0,7,4035079692,CLASSIC,0,0,11520,14,Vayne,9156,5682,4,0,False,False,False,10948,9250,BOTTOM,1,0,1055,6672,3006,3153,3086,0,3340,8,BOTTOM,367,3,433,524,4444,0,0,12030,7728,67,0,15,7,4,4,4,7,3VGS1xi7sn2d52mVbDEmJY0d0KLwrl04GS3XLqQqKPwUSAM,False,200,9,1527,18807,0,14618,4501,705,147,19,107,6252,2445,3,0,10,0,0,6,True
0,17,4035079692,CLASSIC,0,0,10003,13,Lulu,4182,8529,4,0,False,False,False,8558,7835,UTILITY,1,0,3853,3107,1052,3117,6617,3114,3364,2,BOTTOM,0,0,710,7293,3749,0,0,1470,6935,56,41,61,5,2,4,3,3,CdySJRLCCseXY3NEn8IiRAptBegwlOTwdNY-rx0JAvZ-3AE,False,200,30,1527,8763,3032,12940,9397,8206,16,189,78,0,2254,4,0,48,2,2,21,True
0,3,4035079696,CLASSIC,0,0,10625,13,Shen,2435,21320,4,0,False,False,True,8869,7400,TOP,0,0,1054,3076,6660,1029,3748,3047,3340,9,NONE,0,8,583,6050,1214,0,0,8183,13370,83,13,23,3,2,12,2,4,oKcL9uOpmdlZJFitrSelwMGeZDofMDj8_HPP_QlRnliXCxeEGyd7mmOBqg,False,100,22,1124,14709,1079,16620,707,0,136,156,95,475,2035,1,0,11,2,0,7,True
0,5,4035079696,CLASSIC,0,1,7494,11,Ekko,20523,8408,2,1,False,False,True,6723,6350,JUNGLE,0,0,3115,2031,3020,3145,1028,2055,3364,1,NONE,0,0,474,3313,1754,0,0,1367,13136,59,23,47,1,11,11,3,4,4MVt35yVx43pK2T56QMpqjP04aiLRbgktAheNc9ctNs8N5o,False,100,7,1124,5043,0,15399,7249,0,6,199,44,362,508,4,0,15,4,1,5,True
0,2,4035079696,CLASSIC,0,7,9828,12,Zed,6606,2617,0,0,False,False,True,8804,8125,MIDDLE,0,0,1054,2031,3142,6691,3158,1036,3364,7,NONE,0,7,0,872,2379,0,0,9786,3145,70,57,52,12,2,4,2,14,Cjojy5o3HKP3sgGQntaFDtPHa5zPSDUCX5TDLaY9LxwCHnv8,False,100,3,1124,10913,0,6023,625,0,146,57,0,254,497,3,0,13,1,1,4,True
0,5,4035079696,CLASSIC,0,0,8542,11,Draven,5162,5565,2,0,False,True,True,11148,10925,BOTTOM,0,0,6676,6692,3006,3036,0,0,3363,9,NONE,657,6,938,0,4296,0,0,13999,6631,40,70,10,6,4,7,3,4,Aet4h4mbXFpBkhpWvJdyegENd928eZqJCIeYdJEjSu4IzMu7BNHkTf_UzA,False,100,4,1124,14134,0,11547,5691,290,142,24,30,134,619,4,0,11,3,1,5,True
0,7,4035079696,CLASSIC,0,0,5199,9,Nautilus,0,10215,4,0,False,False,True,5753,5325,UTILITY,0,0,0,3860,2055,3067,8001,3117,3364,3,NONE,0,0,436,2537,3293,0,0,1438,6610,23,17,13,3,4,14,7,4,K4oT3VHC7qTuwaXs6LVRzzpz_KaommwsC9UEMIOyLAVhHEE,False,100,25,1124,4472,0,10803,0,0,25,139,85,496,899,0,0,24,5,2,13,True
0,3,4035079696,CLASSIC,0,0,7399,11,Camille,759,14609,10,0,False,False,True,7108,7133,TOP,0,0,1028,3077,1055,3044,3078,1001,3340,4,NONE,0,2,269,126,5625,0,0,7999,12680,85,27,61,4,2,12,2,4,SNwDob86iLQYDpOkGg5FdiL1yg8c8VNVNbZ57ldiDKcK7g4jLj6UdRkn8g,False,200,17,1124,11132,0,19060,1395,0,102,122,221,3007,754,0,6,10,2,2,3,False
0,2,4035079696,CLASSIC,0,0,8742,12,Khazix,3934,8533,4,1,False,False,True,8464,8250,JUNGLE,0,0,6630,3071,3158,3070,0,0,3364,6,NONE,0,3,411,381,4854,0,0,8482,14040,135,67,32,10,11,11,2,4,EpZ_lqRRcoPCi17q8-6O6vlVQYj1LIKNRAl7C8azq4yNXGg,False,200,5,1124,9300,0,19404,8491,0,29,153,101,436,509,0,6,14,0,3,1,False
0,1,4035079696,CLASSIC,0,0,4851,8,Vladimir,471,2793,3,0,False,False,True,4004,2485,MIDDLE,0,0,1056,3020,1028,1052,0,0,3340,0,NONE,0,0,431,2652,1465,0,0,308,7061,67,6,16,4,2,4,2,14,Wp00ZihH_VD_LTPtbdL3acJ5MAKHyq07tGbgw_ztoG4kzzdzKJKnlEHYDQ,False,200,1,1124,3360,0,8593,3475,0,61,20,64,400,66,0,6,1,0,0,1,False
0,1,4035079696,CLASSIC,0,1,7160,10,Lucian,2657,3452,5,0,False,False,True,6091,5400,BOTTOM,0,0,6671,3047,2031,2055,1036,0,3340,2,NONE,282,0,544,1013,1279,0,0,5523,6656,36,15,21,4,3,7,2,4,Uy9szV74WiK4jm8Pemh20qNmkD6tLkliIpPa-KuiD8-Fzno,False,200,0,1124,6537,0,8269,1426,371,133,0,65,0,332,0,6,4,3,1,2,False
0,4,4035079696,CLASSIC,0,0,6232,10,Brand,1282,2831,7,0,False,False,True,4659,4450,UTILITY,0,0,3108,2031,3853,3802,3020,2055,3364,0,NONE,0,0,246,8069,935,0,0,562,8339,23,39,24,5,4,14,2,4,BBR93bVM61eY4Y1LpYNwt4dSrsINXHUPgxPEr-gJgfe-GWE,False,200,10,1124,9348,0,9333,26,0,18,14,118,716,58,0,6,32,6,3,15,False
0,12,4035079700,CLASSIC,1,9,19819,18,Yorick,25750,37454,1,0,False,False,True,16242,14700,TOP,1,0,3075,3111,3053,6632,3071,1011,3340,14,TOP,13,9,1444,11782,18066,0,0,21807,20286,161,39,61,8,4,4,2,12,oZ23TFrVmtSlpLg2MbwZFOHNYDiR0S9Idhy0TAIXb9YzGLc,False,100,15,2093,34173,0,42707,21345,0,170,145,48,584,4354,6,2,19,0,2,10,True
0,17,4035079700,CLASSIC,1,0,16504,17,Nunu,30094,34573,5,2,False,False,True,11617,11050,JUNGLE,0,0,3068,2031,3047,3075,3001,1026,3340,3,JUNGLE,16,2,835,8840,11055,0,0,737,21507,76,65,230,19,17,11,5,4,zg9fNrs-JhspO9mRF1bOZhgWDOfCWdBsfOJNazmsm5KNF5j7Sa5H4gDUzg,False,100,25,2093,10057,0,34651,20201,0,24,350,190,480,2088,2,2,19,0,1,8,True
0,14,4035079700,CLASSIC,0,0,16002,16,Malzahar,22041,10278,4,1,False,False,True,14024,13950,MIDDLE,0,0,3158,6653,3157,3165,4637,1026,3340,7,MIDDLE,0,4,843,13108,6930,0,0,598,6445,105,126,106,9,4,4,7,14,nSkAiB1Z-swr3nuhBevgFqZowtfE38ASafCaIBCqDk1OlprTCQy-yYuL9w,False,100,38,2093,14861,0,14030,3869,0,125,262,161,1154,654,4,2,33,2,3,13,True
0,13,4035079700,CLASSIC,0,4,15468,16,Jhin,7858,7540,8,0,False,False,True,12270,10600,BOTTOM,1,0,6671,3009,6676,3094,1031,0,3340,6,BOTTOM,1198,4,431,1488,6467,0,0,15833,10937,38,45,43,43,3,4,3,7,OV2Ioi67ZC5qfNfe-QLMuuQ0VC2GJtyaYj7YQZltHQzEsAUC,False,100,18,2093,17487,0,18153,2038,139,141,112,208,164,748,2,2,19,0,1,11,True
0,14,4035079700,CLASSIC,0,4,15272,16,Brand,15611,6180,8,1,False,False,True,12243,10600,UTILITY,0,0,3853,6653,3157,3020,3165,1028,3364,9,BOTTOM,0,4,410,33269,7448,0,0,596,6441,51,80,57,20,5,4,2,14,nWXhNTDmHg1reqGpFenQ2BcMHbTPm01OvZjgaSVCOnHEd9Q,False,100,11,2093,34672,0,14600,1715,0,47,27,210,806,710,1,2,64,2,10,25,True
0,1,4035079700,CLASSIC,0,0,13261,15,Teemo,3188,11780,12,0,False,False,True,8894,8700,TOP,0,2,1082,3095,6672,3006,1043,0,3340,2,TOP,347,0,761,9531,13410,1,0,3966,12159,19,41,0,49,5,4,5,14,Vd35z4I5H_A4s9OAkiaDE90G1jWT8Ipiss1aqUnkMqOEk-w,False,200,25,2093,15218,0,26105,570,0,146,460,439,1720,536,1,9,6,0,0,5,False
0,5,4035079700,CLASSIC,0,0,13658,15,Hecarim,9624,28872,9,1,False,False,True,10258,9825,JUNGLE,0,2,3158,6632,2055,3053,3066,1031,3364,3,JUNGLE,0,2,687,2093,21703,1,0,8789,24529,190,48,24,10,20,11,8,6,xy3WJHqcMLKwHBOU_M1uX77TxLm-yoiH3MIMp1U9Vdy-Qmh0,False,200,23,2093,12203,0,47840,16330,0,37,289,316,1321,1607,0,9,17,5,4,4,False
0,3,4035079700,CLASSIC,0,0,14058,15,Yone,3915,27763,7,0,False,False,True,11452,11200,MIDDLE,0,2,1055,3006,6673,3072,3033,1029,3363,5,MIDDLE,480,2,479,4024,11023,1,0,9295,11795,216,62,46,11,5,4,6,14,87AJDb09y-sSMYp5wb5zTmrurU9FjMElQ-mD4FOgF3yZx5Bm4z0aYncLgA,False,200,17,2093,16371,0,23578,1785,0,158,113,250,3051,759,0,9,11,0,1,10,False
0,5,4035079700,CLASSIC,0,0,13524,15,MissFortune,9397,11626,6,0,False,True,True,14154,14100,BOTTOM,0,2,3026,6672,3006,6676,3036,2055,3340,14,BOTTOM,747,8,845,1677,15250,1,0,18668,10277,66,59,46,9,6,7,5,4,ruQaG5ti9lcc1iQg0WomnEBW-ISPoO5K7Qndj6BxmInrqHU,False,200,6,2093,21130,0,25753,4950,942,170,177,250,784,225,1,9,19,2,1,11,False
0,19,4035079700,CLASSIC,0,0,12202,14,Lux,620,10321,5,0,True,False,True,10046,9125,UTILITY,0,2,3853,6655,3020,4628,1082,3108,3340,2,BOTTOM,0,0,843,29786,9775,1,0,260,6811,63,41,187,18,5,4,5,14,prPzM_e75GPo1JR-gX-_SAtVhGksqt-xmn49OkQOM_9L-NwQUFe3NyoMHg,False,200,50,2093,31725,2834,16647,914,0,56,363,150,1678,60,1,9,53,1,2,33,False
0,4,4035079718,CLASSIC,0,0,17694,17,Illaoi,10319,51340,8,0,False,False,False,15893,14525,TOP,0,2,3053,6630,3047,6333,3026,1036,3340,15,TOP,0,4,414,386,7979,1,0,40381,26183,89,140,42,9,4,4,3,12,XaLuQLN9vsL23FnKInIAmFaDHCMkUkM5ElrAE1u9jsEidfiZ,False,100,4,1795,41172,0,43052,18664,0,185,64,230,404,8889,1,10,19,1,2,9,False
0,11,4035079718,CLASSIC,0,0,11710,14,Zac,7723,36305,10,3,False,False,False,9874,9765,JUNGLE,0,2,3075,6662,3067,3082,1029,3158,3364,4,JUNGLE,15,3,375,21574,8719,1,1,1544,27225,53,187,79,11,4,4,20,11,y0xke-8C0Szsx7-4B7a5G0XHd5r6fkndbmY5WMDmA0tRMRA,False,100,66,1795,23756,0,40726,33245,575,16,712,260,637,4781,0,10,38,5,9,6,False
0,8,4035079718,CLASSIC,0,0,13456,15,Lissandra,3273,14525,5,0,False,False,False,8601,7950,MIDDLE,0,2,6656,3157,0,2033,3020,2055,3364,1,MIDDLE,0,0,1101,12821,4831,1,0,1401,15358,118,43,69,12,4,4,4,12,rk-eDgtPSCC7QaJbjLkXzXpDRTa-iVkwZU8GxS-8NV6oqBQ,False,100,35,1795,14222,0,22521,2063,0,183,255,168,0,2331,0,10,12,2,6,3,False
0,4,4035079718,CLASSIC,0,0,11877,14,Caitlyn,1755,13394,8,0,False,False,False,9777,8750,BOTTOM,0,2,1055,6673,3006,3046,3123,1036,3363,2,BOTTOM,790,0,392,531,3697,1,0,15598,13342,38,25,14,4,4,4,5,7,-2NusWqWCsaz5rkeh-EHWwpoAs_0x4VB_ZLnri92lHdhpnI,False,100,15,1795,16130,0,17807,1829,573,206,32,249,0,767,0,10,13,0,4,7,False
0,8,4035079718,CLASSIC,0,0,9409,12,Nami,253,6650,9,0,False,False,False,6678,5985,UTILITY,0,2,3158,3853,6617,3114,1052,2055,3364,3,BOTTOM,0,2,532,5407,5273,1,0,401,9276,33,60,69,9,5,3,3,4,jOWGif_l2QuDGcat9IQuGGGG_EeePhYNpcZfyBke7BxvAIw,False,100,38,1795,5963,1163,16317,10880,8594,8,136,238,154,1767,0,10,48,10,5,36,False
0,9,4035079718,CLASSIC,0,3,15196,16,Fiora,12761,31011,9,0,False,False,False,14078,12750,TOP,1,0,6630,3053,0,3074,3111,3123,3340,10,MIDDLE,678,3,357,1213,6445,0,0,17843,30690,143,22,60,9,4,4,4,12,3B8Iv9uIlEjATspE6cJsQgnmyYOTMuywtJblDHSiju5Kxbs,False,200,15,1795,28146,0,37494,15570,1039,141,167,275,9089,358,5,1,15,0,1,9,True
0,10,4035079718,CLASSIC,0,0,13711,15,LeeSin,32019,36899,6,1,False,True,False,11925,11160,JUNGLE,0,0,3111,6333,6630,0,3071,0,3340,7,JUNGLE,0,4,450,2774,11659,0,0,11534,24065,214,116,99,7,18,11,3,4,e-krb2fmlLkEBkus2xbxelw97aL8nq8UM1foTGLdycyAG1M,False,200,12,1795,15658,1311,36280,14715,0,26,152,160,1350,556,2,1,27,4,2,13,True
0,4,4035079718,CLASSIC,0,0,16915,17,Zed,7238,15769,3,0,False,False,False,15319,14950,MIDDLE,0,0,3142,3036,6692,3071,3123,3158,3364,13,MIDDLE,634,6,792,941,6396,0,0,23537,12666,91,110,121,22,2,4,7,14,Gtua_b-Q9TNfBw9px4fUFNZsnb7eXSpji2dCENa8FFdnPs8,False,200,7,1795,28182,0,19183,6255,0,200,179,133,3703,120,3,1,25,2,3,8,True
0,11,4035079718,CLASSIC,1,1,15160,16,Ezreal,18337,8660,3,0,False,False,False,14519,13250,BOTTOM,1,0,3042,6632,6694,3077,3133,3158,3363,9,TOP,0,6,1400,15758,8270,0,0,22229,10795,308,57,25,11,3,7,4,4,iVWdo0ZGgkrfZnwTFVxSxaUwRnRRkGx5yEqxsWlB1KGvAD4,False,200,4,1795,39606,0,19136,5513,210,231,75,138,1618,70,4,1,25,2,5,8,True
0,23,4035079718,CLASSIC,0,1,11310,13,Braum,2732,23238,4,0,False,False,False,8850,8025,UTILITY,0,0,1057,3190,3860,2055,3107,3117,3364,1,TOP,0,0,1091,8105,10925,0,0,666,9878,67,24,24,8,3,4,6,14,Wxu_LK-9PVLESyPQCqEV4oQgalmcIxr27y5yRQFkOizIdWJ5,False,200,40,1795,10575,1620,20853,3814,1305,36,136,147,1803,50,4,1,75,11,13,34,True
0,9,4035079733,CLASSIC,1,3,24186,18,Gwen,26557,38618,8,0,False,False,False,17762,17000,TOP,0,2,3089,4633,3157,3115,3020,4629,3340,8,JUNGLE,0,4,548,21835,15501,0,0,3916,25806,141,44,132,39,5,12,5,4,IskEYSIpHEeUDLm9Ln3r3T89gSyMHXWlJs4_-IYvuq36KPs,False,100,7,2829,32934,0,46377,17742,0,224,108,325,7182,5068,6,7,18,0,1,12,True
0,11,4035079733,CLASSIC,0,0,21677,18,Trundle,38206,74479,12,2,False,False,False,19005,17505,JUNGLE,1,2,6632,3047,3748,3075,3053,3065,3364,11,JUNGLE,13,4,610,6193,30182,0,2,24728,47732,218,99,39,13,15,11,5,4,9olUQtdFht5MIHT_xFOxvBkHwhqFGySdZCPKKv_iJVrVoHA,False,100,34,2829,35553,0,87197,37289,0,125,554,474,4631,9281,4,7,25,1,7,3,True
0,7,4035079733,CLASSIC,0,0,22998,18,Yasuo,13967,44120,8,1,False,False,False,18127,18000,MIDDLE,0,2,3026,6673,3031,3006,3072,6333,3363,6,MIDDLE,873,2,546,1787,16315,0,0,16322,16483,270,20,106,10,6,4,3,14,PLy7OucJ4hkyyWBT_3h12mcW_r8arhf-Z4Rq6d7wrz6wYGA,False,100,26,2829,19069,0,34998,9972,0,242,107,264,959,2199,1,7,23,2,1,9,True
0,6,4035079733,CLASSIC,1,0,24205,18,Lucian,15163,16287,12,0,False,True,False,22451,20550,BOTTOM,0,2,6676,3026,6671,3033,3153,6694,3340,17,BOTTOM,711,4,541,6930,20678,0,0,37402,20738,122,70,79,16,4,4,8,7,81nX50AhT_lL1AXnQXTXR65Biv1AV0RqGHHXXjQrWGUr15I,False,100,6,2829,46911,0,43494,4926,570,267,106,370,2578,2078,0,7,38,0,6,15,True
0,28,4035079733,CLASSIC,0,0,19976,18,Nami,4281,10983,7,0,True,False,False,13539,13300,UTILITY,1,2,2065,3158,3107,6616,3011,3504,3364,1,BOTTOM,0,0,736,12194,10808,0,0,927,12456,85,120,163,19,9,4,8,14,LVfYGtUmkjOtw-CtC6o4Kq9Nnvy_iYDYBJi00awa4tp1AVD2,False,100,47,2829,14941,6288,24510,24238,15939,40,441,205,1819,1246,2,7,86,2,11,35,True
0,17,4035079733,CLASSIC,0,0,21949,18,Gangplank,33577,29897,8,1,False,False,False,17538,15675,TOP,0,2,6676,3031,1018,3508,3158,6673,3340,5,TOP,1552,2,537,11489,13002,1,0,28220,20731,299,23,201,17,8,4,2,12,iux5_BfAF9aViqHxfisUMwvncDket8kUuH-HnYy_xso95Hk,False,200,23,2829,44963,0,38301,10729,0,237,435,334,5252,4567,3,10,47,7,0,22,False
0,13,4035079733,CLASSIC,1,2,23079,18,XinZhao,39165,91894,9,2,False,False,False,19276,17675,JUNGLE,1,2,3047,6630,3053,3026,6333,3075,3364,13,JUNGLE,22,3,858,3204,15965,1,1,33497,39451,100,158,0,19,22,11,5,4,sPeeysAr77KZZ5Kt3GCxd3Rrz5pqfs3r7OCVgYQKyIW24HCk,False,200,45,2829,38530,0,64497,32385,0,68,612,367,1828,9080,2,10,40,5,4,6,False
0,15,4035079733,CLASSIC,0,1,25467,18,Lux,9971,20085,4,0,False,False,False,20648,18650,MIDDLE,0,2,3089,6655,3157,4628,3020,3165,3364,15,MIDDLE,0,9,1604,49441,3923,1,0,1537,13929,104,45,308,31,7,4,6,21,EyGo0rllqeKgQ6cyaXSElNpzrB8cSg7UswRLJyyAdmxy84PW,False,200,70,2829,52746,3333,19110,1771,0,230,491,215,1767,1256,4,10,42,8,7,11,False
0,12,4035079733,CLASSIC,0,2,21621,18,Vayne,38705,22570,9,1,False,False,False,17455,17300,BOTTOM,1,2,3026,3006,6673,3046,3124,3153,3363,10,BOTTOM,322,3,965,491,10976,1,0,20447,20733,118,0,13,14,7,7,6,4,YOHq406f-d9NvvRmdYfZzGeinKLeoQOZY1siEn6vgDdIa68,False,200,15,2829,31042,0,33657,8994,600,161,129,262,10103,1947,3,10,39,0,3,14,False
0,18,4035079733,CLASSIC,1,0,15589,16,Morgana,12559,24230,13,0,False,False,False,13043,12850,UTILITY,0,2,3853,3157,3165,3020,6655,4628,3340,4,BOTTOM,0,3,478,25815,10115,1,0,1046,21258,110,97,33,12,6,14,7,4,hplgcmM3hrQLVZbC4SG-tBdHN2czBqP81YEftwaY3QGbmlM,False,200,77,2829,27708,2150,33374,5279,0,51,143,499,846,2001,4,10,30,0,2,21,False
0,14,4035089527,CLASSIC,0,3,14092,15,Ornn,5469,28013,6,0,True,False,False,9555,8575,TOP,0,0,1054,7004,3075,3111,1057,1028,3340,4,TOP,2,3,277,9012,8097,0,0,5494,13383,71,69,27,11,3,4,4,12,N12by8CIfS_TBLakuR8myJxTqscIepX71PUX9bNtH8dGBmo,False,100,40,1682,14507,0,25743,3289,0,112,352,154,0,4263,3,5,17,1,1,9,True
0,12,4035089527,CLASSIC,1,5,13905,15,LeeSin,27767,30678,5,3,False,True,False,15597,15075,JUNGLE,0,0,6630,3071,2055,3053,3047,6333,3340,13,JUNGLE,0,5,464,3716,10622,0,0,18665,20838,204,160,120,10,16,11,5,4,nhpraEgDMq_96CuVkYOOsRVcH8CfdQd0W2iBSjKHQjB6Qmg,False,100,18,1682,23375,562,33596,13834,0,30,346,137,994,2135,4,5,25,9,1,14,True
0,10,4035089527,CLASSIC,0,3,16112,16,Corki,11801,10680,8,0,False,False,False,13929,12950,MIDDLE,0,0,3033,3042,7008,1038,3020,1037,3363,11,MIDDLE,556,3,351,21130,8240,0,0,3372,11840,68,28,51,128,4,12,4,4,l5jcOO5AB6i_tnU7K4QMuBv9S0UHkTCobY9kPEToei7PjZO5,False,100,3,1682,24503,0,20705,1179,0,176,312,232,0,624,5,5,28,3,3,12,True
0,13,4035089527,CLASSIC,0,5,13255,15,Kaisa,18533,8035,8,0,False,False,False,12325,10775,BOTTOM,1,0,3046,7007,3031,3006,0,0,3340,9,BOTTOM,620,5,456,3709,8039,0,0,13936,8757,73,23,59,8,5,7,4,4,byj3PgMy330OxBTY5KCjPRhKA0OXtIb7no6QoeCcjW7vC3M,False,100,1,1682,20074,0,17661,5809,989,165,34,198,2428,864,4,5,19,1,8,7,True
0,17,4035089527,CLASSIC,0,1,10381,13,Maokai,1272,16593,7,0,False,False,False,7520,6800,UTILITY,0,0,3860,3190,1001,3742,1029,2055,3364,2,BOTTOM,0,0,258,8900,6332,0,0,1615,10663,26,25,63,8,5,14,4,4,_0itNvOBUFHxUV0FsYFgl49FVtWAOU0NW2IXdcbW4MJM528,False,100,55,1682,10945,0,17726,5931,845,28,201,130,430,731,2,5,33,4,4,15,True
0,5,4035089527,CLASSIC,0,0,12074,14,Gwen,5597,21584,10,0,False,False,False,10352,10365,TOP,0,1,3115,2055,3047,4633,3067,3108,3363,4,MIDDLE,0,2,278,11813,13347,1,0,4662,17552,95,20,95,32,7,14,3,12,KpNnZXeXaaK8ZataI0Q15M2PPbCaVRQmW7-PnsaAfOmQpeWMaZMMyy27HQ,False,200,6,1682,23373,0,31489,7242,0,168,70,341,6896,589,2,8,15,3,1,9,False
0,12,4035089527,CLASSIC,0,0,13107,15,Graves,9526,18257,8,1,False,False,False,14453,14425,JUNGLE,0,1,3036,6692,6676,3006,3031,0,3364,13,JUNGLE,401,4,523,1193,10019,1,0,25349,15010,79,19,32,9,16,11,4,4,TsGS8imJ5PdCT38nPoFnpaFLRVfD5DJC-cgeeDVq7Fw4JSg,False,200,19,1682,28179,0,26509,7596,0,63,369,236,1636,1480,1,8,27,3,4,4,False
